unique_id,osmid,name,geometry,longitude,latitude,usage_count,POI_type,amenity
node/27296045,27296045,Terminal 2 Fluggastbereich D,POINT (7.1197027 50.8805427),7.1197027,50.8805427,3477,POI_aero,
node/54020150,54020150,Atelier Theater,POINT (6.935482 50.9325941),6.935482,50.9325941,11208,POI_art_culture_entertainment,theatre
node/247382429,247382429,Planetarium und Sternwarte Köln,POINT (6.9564871 50.9665995),6.9564871,50.9665995,4982,POI_art_culture_entertainment,planetarium
node/256221801,256221801,Metropolis,POINT (6.9582126 50.9510833),6.9582126,50.9510833,9204,POI_art_culture_entertainment,cinema
node/257905592,257905592,Gloria Theater,POINT (6.9449479 50.9374878),6.9449479,50.9374878,15291,POI_art_culture_entertainment,theatre
node/258183467,258183467,Don-Bosco-Club Köln-Mülheim,POINT (7.0108114 50.974384),7.0108114,50.974384,1811,POI_art_culture_entertainment,community_centre
node/260728717,260728717,Hänneschen-Theater,POINT (6.9619478 50.937088),6.9619478,50.937088,8975,POI_art_culture_entertainment,theatre
node/283419882,283419882,Off Broadway,POINT (6.9378969 50.9296765),6.9378969,50.9296765,13035,POI_art_culture_entertainment,cinema
node/287593601,287593601,Die Kantine,POINT (6.9369933 50.9983334),6.9369933,50.9983334,4,POI_art_culture_entertainment,nightclub
node/293147739,293147739,Orangerie,POINT (6.9494241 50.9213464),6.9494241,50.9213464,4042,POI_art_culture_entertainment,theatre
node/352702435,352702435,Bogen 2,POINT (6.9614648 50.9417854),6.9614648,50.9417854,11665,POI_art_culture_entertainment,nightclub
node/413454054,413454054,H1 Music Club,POINT (6.9351135 50.9422286),6.9351135,50.9422286,10876,POI_art_culture_entertainment,nightclub
node/441666353,441666353,metropol Theater,POINT (6.9449135 50.9243771),6.9449135,50.9243771,4633,POI_art_culture_entertainment,theatre
node/442702960,442702960,Odeon,POINT (6.9582298 50.9252694),6.9582298,50.9252694,7747,POI_art_culture_entertainment,cinema
node/477280426,477280426,Tivoli Cologne,POINT (6.9563284 50.9345313),6.9563284,50.9345313,14113,POI_art_culture_entertainment,nightclub
node/477280444,477280444,Station 2b,POINT (6.9566471 50.9350135),6.9566471,50.9350135,14978,POI_art_culture_entertainment,nightclub
node/487083035,487083035,COMEDIA Theater,POINT (6.9555753 50.9205591),6.9555753,50.9205591,9130,POI_art_culture_entertainment,theatre
node/566148999,566148999,Theater am Dom,POINT (6.9512096 50.9386343),6.9512096,50.9386343,12028,POI_art_culture_entertainment,theatre
node/570692795,570692795,Theater am Bauturm,POINT (6.9364479 50.9366908),6.9364479,50.9366908,19979,POI_art_culture_entertainment,theatre
node/570694025,570694025,Volksbühne am Rudolfplatz,POINT (6.9368048 50.9363633),6.9368048,50.9363633,20851,POI_art_culture_entertainment,theatre
node/579865150,579865150,Gewölbe,POINT (6.9339207 50.943847),6.9339207,50.943847,6533,POI_art_culture_entertainment,nightclub
node/583434185,583434185,ABC Automaten,POINT (7.0093376 50.9707255),7.0093376,50.9707255,2125,POI_art_culture_entertainment,gambling
node/586889732,586889732,Roonburg,POINT (6.9383749 50.9306512),6.9383749,50.9306512,13709,POI_art_culture_entertainment,nightclub
node/593552802,593552802,The Cage,POINT (6.9373212 50.9305557),6.9373212,50.9305557,12757,POI_art_culture_entertainment,nightclub
node/615586883,615586883,IGNIS e. V. Europäisches Kulturzentrum,POINT (6.9694842 50.9549247),6.9694842,50.9549247,2494,POI_art_culture_entertainment,arts_centre
node/617197090,617197090,Gebäude 9,POINT (6.9854477 50.9491265),6.9854477,50.9491265,2717,POI_art_culture_entertainment,nightclub
node/623508566,623508566,Kokett Bar,POINT (6.959686 50.9445501),6.959686,50.9445501,15533,POI_art_culture_entertainment,nightclub
node/633167965,633167965,Beginenfenster,POINT (6.9621187 50.9367867),6.9621187,50.9367867,8860,POI_art_culture_entertainment,arts_centre
node/633480737,633480737,Kölner Philharmonie,POINT (6.960824 50.9406158),6.960824,50.9406158,7465,POI_art_culture_entertainment,theatre
node/643554530,643554530,Horizont-Theater,POINT (6.9600314 50.9493651),6.9600314,50.9493651,7602,POI_art_culture_entertainment,theatre
node/654207161,654207161,Petit Prince,POINT (6.9407092 50.9421526),6.9407092,50.9421526,13789,POI_art_culture_entertainment,nightclub
node/654207482,654207482,Diamonds,POINT (6.9406935 50.9420999),6.9406935,50.9420999,13865,POI_art_culture_entertainment,nightclub
node/659351131,659351131,Kinderfreizeiteinrichtung Die Arche,POINT (6.9128463 50.9517976),6.9128463,50.9517976,7348,POI_art_culture_entertainment,community_centre
node/659543595,659543595,Loft,POINT (6.9243372 50.9513317),6.9243372,50.9513317,5611,POI_art_culture_entertainment,arts_centre
node/660695005,660695005,Le Carussel,POINT (6.9598474 50.9377097),6.9598474,50.9377097,14466,POI_art_culture_entertainment,nightclub
node/662768675,662768675,Spielothek Gran Casino,POINT (6.9476143 50.9391805),6.9476143,50.9391805,12103,POI_art_culture_entertainment,gambling
node/698868712,698868712,Bürger- und Vereinszentrum Rath-Heumar eV,POINT (7.084944 50.9229499),7.084944,50.9229499,0,POI_art_culture_entertainment,arts_centre
node/730936276,730936276,Casino,POINT (7.0196817 50.9403933),7.0196817,50.9403933,734,POI_art_culture_entertainment,gambling
node/766477984,766477984,Halle Kalk,POINT (7.0045987 50.9364431),7.0045987,50.9364431,2212,POI_art_culture_entertainment,theatre
node/770600756,770600756,Tiefrot,POINT (6.960011 50.9482714),6.960011,50.9482714,7715,POI_art_culture_entertainment,theatre
node/772522952,772522952,theater im hof,POINT (6.9360346 50.9322859),6.9360346,50.9322859,11851,POI_art_culture_entertainment,theatre
node/774756974,774756974,Senftöpfchen,POINT (6.9605866 50.9396681),6.9605866,50.9396681,7057,POI_art_culture_entertainment,theatre
node/809813736,809813736,MTC,POINT (6.9386297 50.9300375),6.9386297,50.9300375,13858,POI_art_culture_entertainment,nightclub
node/846546326,846546326,Musiktheater Werkschutz,POINT (6.9634869 50.9282603),6.9634869,50.9282603,4646,POI_art_culture_entertainment,theatre
node/888174258,888174258,Essigfabrik,POINT (6.9780785 50.9247115),6.9780785,50.9247115,1967,POI_art_culture_entertainment,arts_centre
node/901366886,901366886,Forum für Fotografie,POINT (6.9700316 50.9136759),6.9700316,50.9136759,2937,POI_art_culture_entertainment,arts_centre
node/919725834,919725834,Schigimont-Art,POINT (6.9487345 50.9487679),6.9487345,50.9487679,7636,POI_art_culture_entertainment,arts_centre
node/930764137,930764137,JAKI,POINT (6.9350985 50.9428727),6.9350985,50.9428727,9648,POI_art_culture_entertainment,nightclub
node/957231265,957231265,Barinton,POINT (6.9127385 50.9487439),6.9127385,50.9487439,5401,POI_art_culture_entertainment,nightclub
node/960117141,960117141,Filmpalette,POINT (6.9552433 50.949635),6.9552433,50.949635,11847,POI_art_culture_entertainment,cinema
node/1023711218,1023711218,Rio Spielkasino,POINT (7.0082332 50.9390598),7.0082332,50.9390598,2428,POI_art_culture_entertainment,gambling
node/1024908076,1024908076,Ev. Kirchengemeinde - Kirchengemeindehaus,POINT (7.0107271 50.9399426),7.0107271,50.9399426,2380,POI_art_culture_entertainment,community_centre
node/1026198707,1026198707,Klaus-von-Bismarck-Saal,POINT (6.9558898 50.9407011),6.9558898,50.9407011,17703,POI_art_culture_entertainment,theatre
node/1029891536,1029891536,DOM Digital Online Media GmbH,POINT (6.933383 50.941033),6.933383,50.941033,9850,POI_art_culture_entertainment,arts_centre
node/1038738876,1038738876,Bet3000,POINT (7.0006883 50.9381866),7.0006883,50.9381866,3780,POI_art_culture_entertainment,gambling
node/1038738931,1038738931,Sportwetten,POINT (7.0012479 50.9391674),7.0012479,50.9391674,3766,POI_art_culture_entertainment,gambling
node/1038970861,1038970861,Des toten Rockstars Raucherecke,POINT (6.933488 50.941015),6.933488,50.941015,9941,POI_art_culture_entertainment,nightclub
node/1057516766,1057516766,Domradio,POINT (6.9563416 50.940976),6.9563416,50.940976,17293,POI_art_culture_entertainment,studio
node/1143670305,1143670305,Zokki's Spielplatz,POINT (6.9451318 50.9353333),6.9451318,50.9353333,13874,POI_art_culture_entertainment,gambling
node/1225186194,1225186194,Nachtflug,POINT (6.9400294 50.9419456),6.9400294,50.9419456,14336,POI_art_culture_entertainment,nightclub
node/1265004394,1265004394,Kabarett Klingelpütz,POINT (6.9457799 50.9382806),6.9457799,50.9382806,13153,POI_art_culture_entertainment,theatre
node/1448235867,1448235867,Club Bahnhof Ehrenfeld,POINT (6.915989 50.9516879),6.915989,50.9516879,8862,POI_art_culture_entertainment,nightclub
node/1500782605,1500782605,Pascha Club 11. Etage,POINT (6.9403722 50.9553774),6.9403722,50.9553774,1854,POI_art_culture_entertainment,brothel
node/1500782606,1500782606,Pascha Nightclub,POINT (6.940162 50.9555278),6.940162,50.9555278,1964,POI_art_culture_entertainment,stripclub
node/1591103952,1591103952,Öffentlicher Bücherschrank,POINT (7.0252811 50.9822543),7.0252811,50.9822543,0,POI_art_culture_entertainment,public_bookcase
node/1631311606,1631311606,Pfarrsaal St. Gereon,POINT (6.9460318 50.9416581),6.9460318,50.9416581,10042,POI_art_culture_entertainment,community_centre
node/1686890049,1686890049,1 Live,POINT (6.9513733 50.9394409),6.9513733,50.9394409,12495,POI_art_culture_entertainment,studio
node/1694302231,1694302231,Bücher tauschen,POINT (6.9486436 50.968644),6.9486436,50.968644,1922,POI_art_culture_entertainment,public_bookcase
node/1719197564,1719197564,Die Baustelle,POINT (6.9635114 50.9069797),6.9635114,50.9069797,3969,POI_art_culture_entertainment,theatre
node/1770563596,1770563596,Turistarama,POINT (6.9451552 50.9345032),6.9451552,50.9345032,11427,POI_art_culture_entertainment,cinema
node/1797207764,1797207764,Spiel mit!,POINT (6.9751405 50.9367165),6.9751405,50.9367165,6992,POI_art_culture_entertainment,gambling
node/1862062032,1862062032,Magic Play,POINT (7.0099249 50.9716463),7.0099249,50.9716463,2015,POI_art_culture_entertainment,gambling
node/1874274359,1874274359,Cat-Exclusiv,POINT (7.0854382 50.858482),7.0854382,50.858482,0,POI_art_culture_entertainment,brothel
node/1912760411,1912760411,Flamingo Royal,POINT (6.9411359 50.9395452),6.9411359,50.9395452,18587,POI_art_culture_entertainment,nightclub
node/1933712053,1933712053,Casamax Theater,POINT (6.9276673 50.9201339),6.9276673,50.9201339,5692,POI_art_culture_entertainment,theatre
node/1948954386,1948954386,Das Ding,POINT (6.9407575 50.9317194),6.9407575,50.9317194,12318,POI_art_culture_entertainment,nightclub
node/1969878310,1969878310,Crystal,POINT (6.9399396 50.9415523),6.9399396,50.9415523,15241,POI_art_culture_entertainment,nightclub
node/1969878501,1969878501,Starz,POINT (6.9400513 50.9419924),6.9400513,50.9419924,14265,POI_art_culture_entertainment,nightclub
node/2020307908,2020307908,Bücherschrank,POINT (6.9667223 50.9239476),6.9667223,50.9239476,3028,POI_art_culture_entertainment,public_bookcase
node/2083585919,2083585919,Massage & Relax Köln,POINT (6.9410845 50.9427376),6.9410845,50.9427376,13211,POI_art_culture_entertainment,brothel
node/2093703654,2093703654,Residenz - ASTOR Film Lounge,POINT (6.9422668 50.9439275),6.9422668,50.9439275,11881,POI_art_culture_entertainment,cinema
node/2096386367,2096386367,Saphir Club,POINT (6.9586643 50.9621395),6.9586643,50.9621395,3637,POI_art_culture_entertainment,nightclub
node/2111971110,2111971110,Kulturkirche Köln,POINT (6.9491672 50.9616285),6.9491672,50.9616285,4491,POI_art_culture_entertainment,theatre
node/2154861456,2154861456,Filmforum,POINT (6.9600503 50.9406755),6.9600503,50.9406755,9727,POI_art_culture_entertainment,cinema
node/2278367185,2278367185,Theater der Keller,POINT (6.9506316 50.9229443),6.9506316,50.9229443,4921,POI_art_culture_entertainment,theatre
node/2281301079,2281301079,Bücherschrank,POINT (6.9368985 50.9313782),6.9368985,50.9313782,13440,POI_art_culture_entertainment,public_bookcase
node/2299937727,2299937727,Merkur-Spielothek,POINT (6.9978061 50.9213028),6.9978061,50.9213028,587,POI_art_culture_entertainment,gambling
node/2328587401,2328587401,Danzier Team,POINT (6.9955987 50.9573427),6.9955987,50.9573427,1954,POI_art_culture_entertainment,brothel
node/2345358823,2345358823,Theater am Sachsenring - TAS,POINT (6.9559334 50.9220154),6.9559334,50.9220154,9032,POI_art_culture_entertainment,theatre
node/2380554989,2380554989,Haus 24,POINT (6.9750215 50.8534003),6.9750215,50.8534003,0,POI_art_culture_entertainment,brothel
node/2419064961,2419064961,Spielpalast,POINT (6.9397522 50.938483),6.9397522,50.938483,20807,POI_art_culture_entertainment,gambling
node/2439165335,2439165335,Vanity,POINT (6.9394937 50.9374505),6.9394937,50.9374505,20425,POI_art_culture_entertainment,nightclub
node/2439165336,2439165336,Filmpalast Köln,POINT (6.9398229 50.9379184),6.9398229,50.9379184,20738,POI_art_culture_entertainment,cinema
node/2464989492,2464989492,Theaterpädagisches Zentrum,POINT (6.9357079 50.9393335),6.9357079,50.9393335,15532,POI_art_culture_entertainment,theatre
node/2490663641,2490663641,Kino in der Glashütte,POINT (7.059991 50.885877),7.059991,50.885877,428,POI_art_culture_entertainment,cinema
node/2514954628,2514954628,,POINT (6.9017256 50.9556593),6.9017256,50.9556593,4165,POI_art_culture_entertainment,arts_centre
node/2536089905,2536089905,Helios Figurentheater,POINT (6.9652868 50.9173784),6.9652868,50.9173784,4565,POI_art_culture_entertainment,theatre
node/2569080812,2569080812,e-feld,POINT (6.9003367 50.9570616),6.9003367,50.9570616,3730,POI_art_culture_entertainment,nightclub
node/2578762351,2578762351,Stardust - Table Dance,POINT (6.9383125 50.9383976),6.9383125,50.9383976,20206,POI_art_culture_entertainment,stripclub
node/2583505835,2583505835,Scala-Theater,POINT (6.9399663 50.9394289),6.9399663,50.9394289,18712,POI_art_culture_entertainment,theatre
node/2583505836,2583505836,Spielsalon Fair Play,POINT (6.9399278 50.9392731),6.9399278,50.9392731,19329,POI_art_culture_entertainment,gambling
node/2629419509,2629419509,Tru Club,POINT (6.9440601 50.9369665),6.9440601,50.9369665,15559,POI_art_culture_entertainment,nightclub
node/2697806614,2697806614,"Interkulturelles Zentrum - HAMIAM, help a minorrity in a minority e.V.",POINT (7.0239384 50.9401453),7.0239384,50.9401453,925,POI_art_culture_entertainment,social_centre
node/2697806621,2697806621,,POINT (7.0210785 50.9401454),7.0210785,50.9401454,857,POI_art_culture_entertainment,gambling
node/2697806629,2697806629,Sozialdienst für Italiener - Patronato SiaS,POINT (7.0235099 50.9401505),7.0235099,50.9401505,892,POI_art_culture_entertainment,social_centre
node/2697806631,2697806631,Spielsalon,POINT (7.0236939 50.9401312),7.0236939,50.9401312,904,POI_art_culture_entertainment,gambling
node/2704395547,2704395547,Offener Bücherschrank,POINT (7.041066 50.9299219),7.041066,50.9299219,0,POI_art_culture_entertainment,public_bookcase
node/2815053901,2815053901,Lokal K,POINT (6.910391 50.9556011),6.910391,50.9556011,4964,POI_art_culture_entertainment,community_centre
node/2865956563,2865956563,"Mobile, Bewegungstheater",POINT (6.9583012 50.9464625),6.9583012,50.9464625,11197,POI_art_culture_entertainment,theatre
node/2882785357,2882785357,Reineke Fuchs,POINT (6.9349836 50.9366304),6.9349836,50.9366304,16419,POI_art_culture_entertainment,nightclub
node/3097185175,3097185175,Pfarrheim,POINT (6.8378153 50.9367275),6.8378153,50.9367275,1082,POI_art_culture_entertainment,community_centre
node/3128318915,3128318915,Offener Bücherschrank,POINT (6.9468548 50.9428752),6.9468548,50.9428752,8591,POI_art_culture_entertainment,public_bookcase
node/3131395128,3131395128,Literaturhaus Köln,POINT (6.9529605 50.932453),6.9529605,50.932453,8284,POI_art_culture_entertainment,arts_centre
node/3140854418,3140854418,Massage Erotik,POINT (6.9429787 50.944359),6.9429787,50.944359,11214,POI_art_culture_entertainment,brothel
node/3197244862,3197244862,LANXESS arena,POINT (6.9830722 50.9385846),6.9830722,50.9385846,2276,POI_art_culture_entertainment,community_centre
node/3224171453,3224171453,Bürgerzentrum Nippes / Altenberger Hof,POINT (6.9487129 50.968505),6.9487129,50.968505,2133,POI_art_culture_entertainment,community_centre
node/3293099944,3293099944,"Weltmusik, Klezmer und Ästhetik Akademie, Integration- und Begegnungszentrum e.V.",POINT (6.9614085 50.9236593),6.9614085,50.9236593,7984,POI_art_culture_entertainment,arts_centre
node/3354691743,3354691743,Kino-Hole,POINT (6.9402665 50.9203234),6.9402665,50.9203234,3111,POI_art_culture_entertainment,cinema
node/3354691744,3354691744,Swingertreff 18,POINT (6.9402691 50.9204292),6.9402691,50.9204292,3072,POI_art_culture_entertainment,swingerclub
node/3366663636,3366663636,,POINT (7.0580061 50.8844851),7.0580061,50.8844851,528,POI_art_culture_entertainment,public_bookcase
node/3411884481,3411884481,Hännesche Puppenspiele,POINT (6.961865 50.9369748),6.961865,50.9369748,9324,POI_art_culture_entertainment,theatre
node/3453594688,3453594688,Halle Zollstock,POINT (6.9386587 50.9114329),6.9386587,50.9114329,4559,POI_art_culture_entertainment,arts_centre
node/3461537972,3461537972,,POINT (6.8568659 50.932295),6.8568659,50.932295,1085,POI_art_culture_entertainment,public_bookcase
node/3465130071,3465130071,Tomorrows,POINT (6.94071 50.9422369),6.94071,50.9422369,13684,POI_art_culture_entertainment,nightclub
node/3469981820,3469981820,Zentrum für Alte Musik Köln,POINT (6.9135669 50.9505141),6.9135669,50.9505141,8372,POI_art_culture_entertainment,theatre
node/3518180739,3518180739,Gamepoint,POINT (6.9159421 50.9512502),6.9159421,50.9512502,9108,POI_art_culture_entertainment,gambling
node/3736464863,3736464863,Bücherschrank,POINT (6.964731 50.9191971),6.964731,50.9191971,7211,POI_art_culture_entertainment,public_bookcase
node/3736476689,3736476689,,POINT (6.9711709 50.9078226),6.9711709,50.9078226,3477,POI_art_culture_entertainment,public_bookcase
node/3736477218,3736477218,Bücherschrank,POINT (6.9540083 50.919779),6.9540083,50.919779,6964,POI_art_culture_entertainment,public_bookcase
node/3754029325,3754029325,Maryerotik,POINT (6.9401972 50.9346897),6.9401972,50.9346897,17108,POI_art_culture_entertainment,brothel
node/3772087730,3772087730,Giga Center Köln,POINT (6.9386765 50.9368466),6.9386765,50.9368466,21852,POI_art_culture_entertainment,gambling
node/3824289159,3824289159,Die Halle Tor 2,POINT (6.880129 50.9487691),6.880129,50.9487691,1039,POI_art_culture_entertainment,nightclub
node/3898952193,3898952193,Electrum,POINT (6.9979241 50.921735),6.9979241,50.921735,677,POI_art_culture_entertainment,nightclub
node/4103872535,4103872535,,POINT (6.958584 50.924147),6.958584,50.924147,8414,POI_art_culture_entertainment,casino
node/4112354217,4112354217,Spielothek,POINT (6.9577635 50.9268865),6.9577635,50.9268865,8045,POI_art_culture_entertainment,casino
node/4162327098,4162327098,Fun & Play,POINT (6.9579056 50.9273076),6.9579056,50.9273076,7673,POI_art_culture_entertainment,casino
node/4179707475,4179707475,Yuca (Your Urban Club of Arts),POINT (6.9161618 50.9517153),6.9161618,50.9517153,8712,POI_art_culture_entertainment,nightclub
node/4208442902,4208442902,Sion-Sommerkino,POINT (6.9656007 50.9257838),6.9656007,50.9257838,3183,POI_art_culture_entertainment,cinema
node/4208490399,4208490399,,POINT (6.9112899 50.9510755),6.9112899,50.9510755,6638,POI_art_culture_entertainment,cinema
node/4360248282,4360248282,,POINT (7.0101551 50.9719431),7.0101551,50.9719431,1913,POI_art_culture_entertainment,public_bookcase
node/4426838101,4426838101,Bücherschrank,POINT (6.8791107 50.9404001),6.8791107,50.9404001,1746,POI_art_culture_entertainment,public_bookcase
node/4455976047,4455976047,,POINT (6.8959987 50.9656375),6.8959987,50.9656375,1303,POI_art_culture_entertainment,public_bookcase
node/4456119577,4456119577,tonmeisterkoeln.de,POINT (6.9464094 50.9406991),6.9464094,50.9406991,11200,POI_art_culture_entertainment,studio
node/4459548652,4459548652,Klub Domhof,POINT (6.9598764 50.9416448),6.9598764,50.9416448,18405,POI_art_culture_entertainment,nightclub
node/4565301489,4565301489,AllerWeltsHaus Köln,POINT (6.9236769 50.9502315),6.9236769,50.9502315,5615,POI_art_culture_entertainment,community_centre
node/4617886159,4617886159,Helios 37,POINT (6.9134481 50.9503221),6.9134481,50.9503221,8306,POI_art_culture_entertainment,nightclub
node/4624194091,4624194091,Cassiopeia Theater,POINT (7.0413337 50.969141),7.0413337,50.969141,0,POI_art_culture_entertainment,theatre
node/4624216791,4624216791,Kulturbunker,POINT (7.0086335 50.9697501),7.0086335,50.9697501,2278,POI_art_culture_entertainment,arts_centre
node/4631444092,4631444092,August Bebel Haus,POINT (7.0005233 50.9670362),7.0005233,50.9670362,1193,POI_art_culture_entertainment,community_centre
node/4677347876,4677347876,Maarwegstudio2,POINT (6.8967866 50.9442382),6.8967866,50.9442382,2726,POI_art_culture_entertainment,studio
node/4689125210,4689125210,WDR Fernseh-Studios,POINT (6.9544043 50.9404515),6.9544043,50.9404515,18492,POI_art_culture_entertainment,studio
node/4691929090,4691929090,ABS Club,POINT (6.9311246 50.9141075),6.9311246,50.9141075,3796,POI_art_culture_entertainment,nightclub
node/4881500947,4881500947,,POINT (6.9924106 50.9117985),6.9924106,50.9117985,140,POI_art_culture_entertainment,public_bookcase
node/4888564944,4888564944,"Öffentlicher Bücherschrank ""Eselsohr""",POINT (7.0444426 50.9696826),7.0444426,50.9696826,0,POI_art_culture_entertainment,public_bookcase
node/5022778619,5022778619,Nopti Albe,POINT (6.9414557 50.9419852),6.9414557,50.9419852,14216,POI_art_culture_entertainment,nightclub
node/5022790018,5022790018,ΙΧΩΡ Night Club,POINT (6.9412155 50.9417165),6.9412155,50.9417165,14784,POI_art_culture_entertainment,nightclub
node/5156993121,5156993121,MMC Cologne,POINT (6.8963165 50.9875138),6.8963165,50.9875138,849,POI_art_culture_entertainment,studio
node/5221829513,5221829513,Lichtspiele Kalk,POINT (7.0016762 50.9427551),7.0016762,50.9427551,2626,POI_art_culture_entertainment,cinema
node/5238289779,5238289779,Pavillon Kalk,POINT (7.0042296 50.9439064),7.0042296,50.9439064,2668,POI_art_culture_entertainment,community_centre
node/5427856586,5427856586,,POINT (6.9935684 50.8925723),6.9935684,50.8925723,2512,POI_art_culture_entertainment,public_bookcase
node/5585374457,5585374457,Odonien,POINT (6.9399883 50.9549487),6.9399883,50.9549487,2022,POI_art_culture_entertainment,nightclub
node/5624509121,5624509121,Veedel Club,POINT (6.939919 50.9272542),6.939919,50.9272542,10945,POI_art_culture_entertainment,nightclub
node/5640274510,5640274510,,POINT (6.8659316 50.9729846),6.8659316,50.9729846,0,POI_art_culture_entertainment,public_bookcase
node/5742072621,5742072621,MACHADO Dt-Spanischer Kulturkreis e. V,POINT (6.9606701 50.923579),6.9606701,50.923579,8699,POI_art_culture_entertainment,community_centre
node/5793490673,5793490673,"""raum 13"" Deutzer Zentralwerk der schönen Künste",POINT (6.9904091 50.9532986),6.9904091,50.9532986,1042,POI_art_culture_entertainment,arts_centre
node/5822410917,5822410917,Spielhalle,POINT (6.9156937 50.9507001),6.9156937,50.9507001,9105,POI_art_culture_entertainment,gambling
node/5893040144,5893040144,Rio,POINT (7.013589 50.9556843),7.013589,50.9556843,1226,POI_art_culture_entertainment,casino
node/5893064495,5893064495,Spielhalle,POINT (7.0135294 50.9560743),7.0135294,50.9560743,1524,POI_art_culture_entertainment,casino
node/5897133100,5897133100,Merkur-Spielothek,POINT (6.8431685 50.9813184),6.8431685,50.9813184,0,POI_art_culture_entertainment,casino
node/5928291717,5928291717,Bürgerzentrum Rathenauplatz,POINT (6.93475 50.9319886),6.93475,50.9319886,10499,POI_art_culture_entertainment,social_centre
node/5996614285,5996614285,Beim Pitter,POINT (6.9604134 50.9390267),6.9604134,50.9390267,8800,POI_art_culture_entertainment,nightclub
node/5996616985,5996616985,Mariechen,POINT (6.9430774 50.934812),6.9430774,50.934812,14755,POI_art_culture_entertainment,nightclub
node/6066222327,6066222327,,POINT (6.9231596 50.9496744),6.9231596,50.9496744,7066,POI_art_culture_entertainment,public_bookcase
node/6078794337,6078794337,La Ranzeria,POINT (7.0022364 50.9670254),7.0022364,50.9670254,1533,POI_art_culture_entertainment,community_centre
node/6255852020,6255852020,,POINT (6.9526659 50.9639923),6.9526659,50.9639923,6660,POI_art_culture_entertainment,public_bookcase
node/6332099832,6332099832,Kissfriend,POINT (6.9264352 50.9150447),6.9264352,50.9150447,6609,POI_art_culture_entertainment,arts_centre
node/6362576510,6362576510,Bootshaus,POINT (6.9819528 50.951697),6.9819528,50.951697,2151,POI_art_culture_entertainment,nightclub
node/6373561503,6373561503,Bücherschrank,POINT (6.9508449 50.9456941),6.9508449,50.9456941,5521,POI_art_culture_entertainment,public_bookcase
node/6496965753,6496965753,Open-Air-Kino,POINT (6.9548001 50.9396461),6.9548001,50.9396461,15674,POI_art_culture_entertainment,cinema
node/6578063131,6578063131,Eselsohr,POINT (6.9449269 50.9433636),6.9449269,50.9433636,10257,POI_art_culture_entertainment,public_bookcase
node/6669289287,6669289287,Heinz Gaul,POINT (6.9118265 50.9498419),6.9118265,50.9498419,6205,POI_art_culture_entertainment,nightclub
node/6727566673,6727566673,Bücherschrank Ruhrorter Straße,POINT (6.9666456 50.9721785),6.9666456,50.9721785,2361,POI_art_culture_entertainment,public_bookcase
node/6773740328,6773740328,Club Volta,POINT (7.0126014 50.9652791),7.0126014,50.9652791,3166,POI_art_culture_entertainment,nightclub
node/6814837672,6814837672,,POINT (7.0744607 50.9748733),7.0744607,50.9748733,0,POI_art_culture_entertainment,public_bookcase
node/6817362329,6817362329,Optimum Event,POINT (6.9285798 51.0355986),6.9285798,51.0355986,0,POI_art_culture_entertainment,arts_centre
node/6845514663,6845514663,Riverside Studios Cologne,POINT (6.9616708 50.9319492),6.9616708,50.9319492,8105,POI_art_culture_entertainment,studio
node/6869442801,6869442801,Carlswerk Victoria,POINT (7.0122473 50.9650463),7.0122473,50.9650463,3200,POI_art_culture_entertainment,nightclub
node/6942642331,6942642331,Club Subway,POINT (6.9316046 50.9367279),6.9316046,50.9367279,9950,POI_art_culture_entertainment,nightclub
node/6953517845,6953517845,,POINT (7.0042101 50.876139),7.0042101,50.876139,120,POI_art_culture_entertainment,public_bookcase
node/6959854245,6959854245,Kino 813,POINT (6.9439454 50.9361589),6.9439454,50.9361589,15168,POI_art_culture_entertainment,cinema
node/7029757685,7029757685,Subway,POINT (6.9317237 50.9366884),6.9317237,50.9366884,10082,POI_art_culture_entertainment,nightclub
node/7029821285,7029821285,Rich Club,POINT (6.9372916 50.9378497),6.9372916,50.9378497,19724,POI_art_culture_entertainment,nightclub
node/7056278863,7056278863,,POINT (6.8977113 50.9845266),6.8977113,50.9845266,1810,POI_art_culture_entertainment,public_bookcase
node/7056416101,7056416101,Tenri Japanische Kulturwerkstatt,POINT (6.95792 50.9226093),6.95792,50.9226093,10042,POI_art_culture_entertainment,community_centre
node/7273797144,7273797144,Offener Kalker Bücherschrank,POINT (7.0073453 50.9385117),7.0073453,50.9385117,2420,POI_art_culture_entertainment,public_bookcase
node/7295058127,7295058127,,POINT (6.9760982 50.9340831),6.9760982,50.9340831,3883,POI_art_culture_entertainment,public_bookcase
node/7295058128,7295058128,,POINT (6.9729548 50.9340971),6.9729548,50.9340971,3577,POI_art_culture_entertainment,public_bookcase
node/7494815625,7494815625,Oper im Staatenhaus,POINT (6.9735478 50.9458555),6.9735478,50.9458555,3570,POI_art_culture_entertainment,theatre
node/7625612929,7625612929,Klanghäuschen,POINT (6.9440863 50.9819647),6.9440863,50.9819647,1205,POI_art_culture_entertainment,arts_centre
node/7625707962,7625707962,Kinder- und Jugendzentrum DachloW,POINT (6.9434904 50.9893443),6.9434904,50.9893443,257,POI_art_culture_entertainment,community_centre
node/7635404829,7635404829,Stadtgarten - Konzertsaal,POINT (6.9350768 50.9430731),6.9350768,50.9430731,9061,POI_art_culture_entertainment,theatre
